SaleID,SalesDate,ProductID,StoreID,CustomerId,quantity,DiscountPercent,TotalSaleAmount,TotalCostPrice
SL001980,11-Sep-22,P00520,S0004,C00665,4,0,3116,2700
SL004811,23-Sep-23,P00520,S0016,C00803,5,10,3505.5,3375
SL000250,23-Jun-26,P00520,S0076,C00228,2,15,1324.3,1350
SL004490,02-Aug-25,P00521,S0028,C00697,1,0,209,144
SL002056,20-Mar-26,P00521,S0035,C00458,6,20,1003.2,864
SL002320,23-Dec-24,P00521,S0013,C00902,3,20,501.6,432
SL003238,02-Apr-26,P00521,S0069,C00637,7,20,1170.4,1008
SL004438,20-May-24,P00521,S0097,C00977,5,25,783.75,720
SL001095,02-Oct-25,P00522,S0034,C00947,7,5,2586.85,2072
SL002069,22-Feb-25,P00522,S0081,C00632,1,0,389,296
SL003909,07-Nov-25,P00522,S0072,C00586,5,5,1847.75,1480
SL001327,29-Mar-23,P00522,S0069,C00053,1,5,369.55,296
SL002531,08-Jan-23,P00522,S0024,C00703,8,10,2800.8,2368
SL000108,07-Aug-23,P00522,S0031,C00814,10,20,3112,2960
SL002726,17-Jun-23,P00522,S0003,C00729,8,15,2645.2,2368
SL002425,30-Nov-22,P00523,S0015,C00303,9,20,5752.8,6039
SL003195,11-Dec-23,P00524,S0027,C00364,1,10,224.1,181
SL000038,08-Jul-25,P00524,S0057,C00318,4,5,946.2,724
SL000054,23-Mar-24,P00524,S0030,C00049,9,5,2128.95,1629
SL003014,21-Dec-25,P00524,S0031,C00724,4,10,896.4,724
SL000616,20-May-26,P00525,S0021,C00429,10,0,3090,2410
SL002903,08-Feb-26,P00525,S0033,C00926,9,5,2641.95,2169
SL001460,24-Jul-25,P00525,S0083,C00125,1,0,309,241
SL001737,07-Jan-25,P00525,S0028,C00643,7,0,2163,1687
SL002756,03-Nov-22,P00526,S0028,C00912,7,10,1505.7,1155
SL004668,03-Feb-25,P00526,S0020,C00385,2,25,358.5,330
SL002004,12-Jul-21,P00526,S0044,C00161,5,0,1195,825
SL001012,23-Feb-21,P00526,S0085,C00027,6,0,1434,990
SL000256,11-May-26,P00526,S0074,C00399,10,0,2390,1650
SL004159,12-Jan-24,P00526,S0018,C00095,5,0,1195,825
SL001828,03-Dec-21,P00526,S0090,C00087,5,0,1195,825
SL002064,15-Aug-23,P00526,S0028,C00820,9,5,2043.45,1485
SL004528,09-Dec-22,P00526,S0081,C00715,4,5,908.2,660
SL002841,02-May-26,P00526,S0040,C00952,9,10,1935.9,1485
SL000287,06-Apr-26,P00526,S0006,C00076,9,10,1935.9,1485
SL002532,16-Apr-22,P00527,S0067,C00645,4,0,1956,1596
SL000656,10-Sep-20,P00527,S0091,C00637,8,0,3912,3192
SL000547,21-Dec-24,P00528,S0039,C00544,7,0,3283,2394
SL004165,25-May-20,P00528,S0094,C00075,2,0,938,684
SL000901,06-Mar-20,P00528,S0012,C00618,6,5,2673.3,2052
SL001548,13-Jan-26,P00528,S0096,C00060,1,10,422.1,342
SL000920,29-Jul-22,P00528,S0026,C00111,9,15,3587.85,3078
SL004831,20-Jun-24,P00529,S0077,C00433,6,20,715.2,762
SL004841,22-Dec-20,P00529,S0069,C00442,4,10,536.4,508
SL001401,01-Mar-20,P00529,S0100,C00081,6,25,670.5,762
SL002174,04-Jun-25,P00529,S0080,C00958,5,25,558.75,635
SL003749,06-Jun-26,P00530,S0034,C00209,4,25,1047,1044
SL003541,16-Apr-26,P00530,S0005,C00368,8,0,2792,2088
SL002337,08-Jan-23,P00530,S0084,C00095,4,0,1396,1044
SL000565,16-Dec-22,P00530,S0074,C00308,2,5,663.1,522
SL001909,03-Apr-26,P00530,S0038,C00568,8,10,2512.8,2088
SL001676,30-Nov-24,P00530,S0092,C00561,9,0,3141,2349
SL003608,13-Dec-25,P00532,S0015,C00834,3,0,1017,792
SL003966,05-Apr-26,P00532,S0028,C00631,3,5,966.15,792
SL001146,14-Apr-26,P00533,S0015,C00345,4,0,1636,1344
SL002664,27-Feb-26,P00533,S0016,C00464,10,10,3681,3360
SL000757,05-Dec-24,P00533,S0038,C00606,6,20,1963.2,2016
SL004535,03-May-22,P00534,S0017,C00054,7,20,330.4,266
SL000917,14-Feb-26,P00534,S0099,C00674,4,0,236,152
SL001523,25-Jul-25,P00534,S0097,C00617,2,0,118,76
SL002502,28-Jun-26,P00534,S0039,C00800,4,20,188.8,152
SL003362,20-Nov-25,P00534,S0079,C00385,3,25,132.75,114
SL000924,18-Jan-25,P00534,S0023,C00188,3,15,150.45,114
SL001285,28-Nov-21,P00535,S0024,C00839,4,20,1084.8,992
SL001034,09-Sep-25,P00535,S0095,C00472,5,0,1695,1240
SL000253,29-Apr-20,P00535,S0059,C00312,5,0,1695,1240
SL003837,26-Jan-24,P00535,S0021,C00934,5,5,1610.25,1240
SL002826,15-Jul-22,P00535,S0089,C00839,10,0,3390,2480
SL004172,05-Oct-23,P00535,S0052,C00929,3,25,762.75,744
SL003761,10-Nov-24,P00535,S0025,C00123,3,25,762.75,744
SL002181,02-Mar-22,P00535,S0035,C00222,2,25,508.5,496
SL000454,21-Aug-24,P00535,S0089,C00479,3,15,864.45,744
SL003229,27-Dec-22,P00536,S0079,C00618,9,5,5890.95,4347
SL000834,02-Dec-22,P00536,S0081,C00853,6,0,4134,2898
SL001007,10-Feb-23,P00536,S0017,C00709,4,5,2618.2,1932
SL003531,01-Jan-23,P00536,S0067,C00114,7,10,4340.7,3381
SL003100,09-May-25,P00536,S0037,C00931,6,10,3720.6,2898
SL002589,21-May-24,P00537,S0073,C00681,8,0,1672,1248
SL000682,23-Mar-20,P00537,S0002,C00748,8,0,1672,1248
SL004278,10-Sep-22,P00538,S0092,C00951,4,5,832.2,692
SL002581,31-May-26,P00538,S0016,C00754,1,5,208.05,173
SL000157,24-Aug-25,P00538,S0098,C00208,8,15,1489.2,1384
SL002388,02-Mar-24,P00538,S0007,C00943,2,0,438,346
SL000949,21-Jun-26,P00539,S0009,C00779,5,10,2020.5,1605
SL000635,06-Jul-21,P00539,S0043,C00031,10,0,4490,3210
SL004354,23-Apr-25,P00539,S0008,C00824,8,0,3592,2568
SL003239,01-Feb-22,P00540,S0089,C00283,5,0,3345,2755
SL002736,29-Apr-26,P00540,S0043,C00005,9,0,6021,4959
SL003596,11-Sep-25,P00540,S0009,C00764,8,0,5352,4408
SL003197,11-Sep-22,P00540,S0077,C00813,8,0,5352,4408
SL004191,22-Dec-24,P00540,S0080,C00364,5,0,3345,2755
SL004027,11-Apr-26,P00540,S0023,C00197,10,10,6021,5510
SL001440,31-Mar-21,P00540,S0039,C00762,10,20,5352,5510
SL002785,12-Mar-23,P00540,S0073,C00519,9,15,5117.85,4959
SL000646,21-Feb-21,P00541,S0083,C00602,10,20,2872,2750
SL001844,23-Feb-23,P00541,S0098,C00776,4,0,1436,1100
SL002221,18-Jan-22,P00541,S0093,C00140,2,25,538.5,550
SL002175,13-Mar-24,P00541,S0030,C00558,3,15,915.45,825
SL002620,19-Mar-26,P00542,S0074,C00190,1,25,104.25,102
SL002973,13-Jul-24,P00542,S0062,C00673,7,5,924.35,714
SL000006,06-Jan-26,P00542,S0087,C00085,2,15,236.3,204
SL004660,21-Nov-24,P00543,S0059,C00036,3,0,1827,1278
SL004745,10-Jul-22,P00543,S0054,C00493,3,5,1735.65,1278
SL002990,25-Apr-21,P00543,S0048,C00181,7,5,4049.85,2982
SL004132,01-May-24,P00544,S0020,C00038,10,5,2745.5,2060
SL004327,14-May-22,P00544,S0068,C00581,10,10,2601,2060
SL001569,04-Mar-26,P00545,S0040,C00421,8,0,472,352
SL000278,20-May-25,P00545,S0008,C00453,4,0,236,176
SL000177,30-Sep-24,P00545,S0041,C00792,6,5,336.3,264
SL002065,18-Oct-25,P00545,S0091,C00280,7,5,392.35,308
SL000037,02-Jun-25,P00545,S0026,C00116,1,20,47.2,44
SL002883,01-Feb-26,P00545,S0054,C00025,5,15,250.75,220
SL004848,31-Jan-25,P00546,S0100,C00057,3,0,1317,969
SL002219,30-Jun-26,P00546,S0040,C00704,1,0,439,323
SL000280,13-Oct-22,P00546,S0083,C00078,7,0,3073,2261
SL000769,27-Nov-25,P00546,S0084,C00569,5,10,1975.5,1615
SL001788,23-Oct-25,P00546,S0039,C00671,1,20,351.2,323
SL004070,05-Apr-26,P00546,S0011,C00080,2,20,702.4,646
SL000605,09-Sep-24,P00547,S0003,C00351,7,0,5313,4053
SL001041,25-Feb-26,P00547,S0023,C00325,6,0,4554,3474
SL001937,15-Jan-25,P00547,S0041,C00571,10,0,7590,5790
SL003934,04-Apr-26,P00547,S0010,C00783,9,0,6831,5211
SL001002,04-Mar-24,P00547,S0060,C00308,8,5,5768.4,4632
SL000030,28-Oct-23,P00547,S0017,C00808,5,10,3415.5,2895
SL003102,23-Jun-26,P00547,S0016,C00048,4,10,2732.4,2316
SL004616,12-Jan-23,P00547,S0075,C00178,10,15,6451.5,5790
SL000150,27-May-26,P00548,S0034,C00562,3,5,424.65,330
SL002306,13-Mar-25,P00548,S0040,C00362,1,5,141.55,110
SL001763,07-Jan-23,P00549,S0071,C00679,8,0,4632,3440
SL004739,20-Oct-25,P00549,S0043,C00339,9,5,4950.45,3870
SL002222,22-Jan-22,P00549,S0015,C00311,2,10,1042.2,860
SL003621,15-Nov-24,P00549,S0030,C00961,8,10,4168.8,3440
SL004608,10-Jun-20,P00550,S0036,C00938,5,10,1480.5,1370
SL003158,15-Jan-25,P00550,S0039,C00817,3,0,987,822
SL001162,16-Jun-25,P00550,S0072,C00806,10,0,3290,2740
SL003537,02-Apr-24,P00550,S0012,C00714,10,0,3290,2740
SL003181,05-Jan-22,P00550,S0051,C00088,6,5,1875.3,1644
SL000700,27-May-25,P00550,S0097,C00998,3,5,937.65,822
SL000284,05-Oct-24,P00550,S0042,C00918,4,5,1250.2,1096
SL003159,08-May-26,P00550,S0074,C00426,5,10,1480.5,1370
SL004846,09-Sep-25,P00550,S0081,C00204,6,20,1579.2,1644
SL003309,25-Dec-25,P00550,S0068,C00687,8,20,2105.6,2192
SL004674,13-Dec-24,P00551,S0003,C00421,1,25,2811.75,2807
SL004933,17-Jun-22,P00551,S0038,C00529,2,10,6748.2,5614
SL001232,30-Dec-20,P00551,S0060,C00002,1,5,3561.55,2807
SL002952,16-Aug-23,P00551,S0094,C00249,8,10,26992.8,22456
SL001379,13-Mar-26,P00551,S0089,C00578,7,0,26243,19649
SL000826,05-Apr-25,P00551,S0044,C00326,6,5,21369.3,16842
SL004918,04-Apr-21,P00551,S0003,C00285,9,25,25305.75,25263
SL001412,18-Nov-22,P00552,S0079,C00819,10,10,4311,3510
SL004806,25-Mar-26,P00552,S0074,C00513,2,20,766.4,702
SL004116,18-May-26,P00552,S0012,C00711,3,25,1077.75,1053
SL001800,20-Jun-20,P00553,S0048,C00099,9,20,22960.8,21978
SL003911,28-Jul-25,P00553,S0079,C00523,7,0,22323,17094
SL002797,27-Jun-23,P00553,S0073,C00753,4,5,12118.2,9768
SL000904,30-Jun-23,P00553,S0096,C00087,4,20,10204.8,9768
SL000916,29-Dec-21,P00554,S0083,C00335,4,10,6908.4,5600
SL001514,18-Nov-24,P00554,S0096,C00308,2,0,3838,2800
SL000734,29-Jun-26,P00554,S0029,C00557,8,5,14584.4,11200
SL001580,22-May-25,P00554,S0017,C00605,5,5,9115.25,7000
SL001644,08-Aug-23,P00554,S0100,C00418,7,10,12089.7,9800
SL004153,01-Feb-26,P00554,S0049,C00453,6,0,11514,8400
SL004031,17-May-25,P00555,S0018,C00558,7,0,17773,14406
SL004398,27-Apr-26,P00555,S0017,C00675,5,0,12695,10290
SL003357,26-May-26,P00555,S0023,C00469,5,0,12695,10290
SL004284,07-Aug-25,P00555,S0083,C00154,9,5,21708.45,18522
SL001480,04-Apr-24,P00555,S0047,C00154,4,5,9648.2,8232
SL004844,19-Aug-25,P00556,S0056,C00718,5,10,3595.5,3075
SL003217,17-Nov-24,P00556,S0035,C00112,9,5,6831.45,5535
SL004666,03-Jun-24,P00556,S0026,C00123,8,5,6072.4,4920
SL001242,26-Aug-25,P00556,S0040,C00724,1,5,759.05,615
SL000864,12-Jul-25,P00556,S0025,C00210,5,10,3595.5,3075
SL002015,07-Aug-21,P00556,S0028,C00111,3,15,2037.45,1845
SL002571,15-Apr-24,P00556,S0087,C00759,2,15,1358.3,1230
SL003482,25-May-26,P00557,S0099,C00837,7,20,17634.4,18347
SL000340,14-Sep-25,P00557,S0088,C00506,10,5,29915.5,26210
SL001641,16-Jan-25,P00557,S0034,C00786,6,0,18894,15726
SL004916,17-Jul-25,P00558,S0042,C00886,3,5,2704.65,2316
SL003897,10-May-21,P00558,S0080,C00605,8,10,6832.8,6176
SL000553,01-Dec-23,P00558,S0078,C00008,7,0,6643,5404
SL003150,17-Feb-26,P00558,S0049,C00052,10,0,9490,7720
SL001813,15-Sep-24,P00559,S0004,C00202,2,0,1278,976
SL000809,12-Mar-26,P00559,S0056,C00468,2,5,1214.1,976
SL000696,01-Feb-25,P00559,S0043,C00623,7,5,4249.35,3416
SL002371,04-Mar-26,P00559,S0033,C00560,2,20,1022.4,976
SL003408,04-Sep-25,P00559,S0043,C00237,10,20,5112,4880
SL004583,09-Sep-24,P00559,S0074,C00697,4,15,2172.6,1952
SL003303,27-Feb-21,P00560,S0096,C00059,5,20,2356,2220
SL000946,19-Jul-24,P00560,S0073,C00612,10,25,4417.5,4440
SL003845,24-Feb-26,P00560,S0035,C00738,6,15,3003.9,2664
SL004397,02-Jan-20,P00560,S0052,C00004,5,15,2503.25,2220
SL001694,06-Jun-26,P00561,S0038,C00650,7,25,15009.75,14028
SL000172,07-Nov-21,P00561,S0060,C00007,8,5,21728.4,16032
SL002720,13-Mar-26,P00561,S0082,C00204,6,10,15438.6,12024
SL004393,21-Oct-21,P00561,S0023,C00601,4,20,9148.8,8016
SL003772,21-Mar-24,P00561,S0012,C00559,3,0,8577,6012
SL001518,03-Jul-24,P00561,S0015,C00330,2,25,4288.5,4008
SL000074,17-Jul-22,P00562,S0020,C00625,1,5,2060.55,1827
SL003848,25-Apr-23,P00562,S0084,C00635,7,20,12146.4,12789
SL002517,29-Aug-21,P00562,S0099,C00812,2,25,3253.5,3654
SL004557,27-Jun-26,P00563,S0064,C00705,7,20,19538.4,16884
SL002763,06-Feb-25,P00563,S0004,C00191,7,0,24423,16884
SL002008,17-May-23,P00563,S0045,C00229,8,10,25120.8,19296
SL002277,30-Dec-25,P00563,S0013,C00981,9,25,23550.75,21708
SL000160,12-May-26,P00563,S0059,C00994,5,25,13083.75,12060
SL002185,30-Nov-25,P00564,S0065,C00436,2,0,4038,2912
SL001202,16-Jan-25,P00564,S0092,C00287,2,20,3230.4,2912
SL001210,02-Dec-25,P00564,S0075,C00277,9,0,18171,13104
SL004388,05-Jan-23,P00564,S0092,C00843,4,0,8076,5824
SL001693,02-Jul-25,P00565,S0095,C00317,3,0,7527,6510
SL002906,09-Apr-24,P00565,S0076,C00364,7,5,16684.85,15190
SL003153,04-Aug-25,P00565,S0032,C00144,1,10,2258.1,2170
SL000961,20-Apr-26,P00565,S0083,C00177,6,15,12795.9,13020
SL002808,22-Jun-26,P00566,S0025,C00779,10,10,19071,15440
SL001246,14-Jan-22,P00566,S0025,C00576,1,0,2119,1544
SL003174,28-Jan-22,P00566,S0023,C00097,8,0,16952,12352
SL000151,14-Nov-25,P00566,S0017,C00422,5,5,10065.25,7720
SL000488,16-Apr-23,P00566,S0031,C00951,10,10,19071,15440
SL003280,15-Feb-25,P00566,S0071,C00164,6,10,11442.6,9264
SL004508,03-Dec-24,P00566,S0061,C00299,1,20,1695.2,1544
SL000845,01-Jan-22,P00566,S0087,C00744,7,15,12608.05,10808
SL002129,13-Aug-25,P00567,S0001,C00428,7,0,23583,16240
SL000210,25-Oct-23,P00567,S0033,C00056,9,10,27288.9,20880
SL004724,17-Jun-26,P00568,S0061,C00515,10,0,15590,13040
SL001888,09-Feb-23,P00568,S0090,C00044,4,5,5924.2,5216
SL004884,19-Jan-25,P00569,S0067,C00916,8,0,18472,13744
SL003841,27-Feb-26,P00569,S0051,C00339,3,5,6580.65,5154
SL004057,25-Nov-25,P00569,S0005,C00204,8,10,16624.8,13744
SL002792,14-Jun-24,P00569,S0019,C00862,9,15,17663.85,15462
SL003513,10-Nov-25,P00570,S0065,C00830,4,10,13604.4,11968
SL001534,06-Feb-25,P00570,S0054,C00326,8,0,30232,23936
SL002980,13-Nov-25,P00570,S0003,C00305,1,5,3590.05,2992
SL000513,16-Jul-25,P00570,S0085,C00731,1,5,3590.05,2992
SL000468,24-Jul-23,P00570,S0024,C00511,2,10,6802.2,5984
SL004701,16-Jul-24,P00570,S0099,C00437,2,10,6802.2,5984
SL003360,08-Aug-23,P00570,S0089,C00872,7,20,21162.4,20944
SL004970,14-Jun-26,P00570,S0023,C00343,1,20,3023.2,2992
SL001532,28-Jan-24,P00570,S0031,C00278,4,20,12092.8,11968
SL004296,01-Apr-25,P00571,S0013,C00913,1,25,1221.75,1275
SL003286,13-Dec-21,P00571,S0042,C00364,3,5,4642.65,3825
SL003729,19-Sep-24,P00571,S0013,C00529,4,5,6190.2,5100
SL001549,06-Dec-24,P00571,S0005,C00793,1,5,1547.55,1275
SL003992,24-Jul-25,P00571,S0078,C00246,8,10,11728.8,10200
SL000137,24-Nov-23,P00571,S0023,C00619,9,20,11728.8,11475
SL002370,20-Sep-22,P00571,S0045,C00072,10,0,16290,12750
SL000836,25-Jul-24,P00571,S0074,C00503,4,15,5538.6,5100
SL000140,19-May-25,P00572,S0038,C00328,6,0,4134,2874
SL000101,14-Sep-25,P00572,S0049,C00510,9,5,5890.95,4311
SL000438,29-Nov-23,P00572,S0027,C00839,4,10,2480.4,1916
SL004329,04-Aug-21,P00572,S0033,C00867,10,15,5856.5,4790
SL001410,03-Aug-25,P00573,S0021,C00908,2,0,1718,1294
SL003720,27-Aug-20,P00573,S0001,C00604,2,0,1718,1294
SL004832,19-Mar-22,P00573,S0087,C00767,1,25,644.25,647
SL000849,24-May-26,P00574,S0068,C00278,8,20,23033.6,21792
SL004346,13-May-26,P00574,S0004,C00486,4,0,14396,10896
SL002210,01-Dec-25,P00574,S0061,C00993,6,5,20514.3,16344
SL001751,17-Jul-25,P00574,S0042,C00137,1,5,3419.05,2724
SL004994,01-Dec-20,P00574,S0011,C00597,5,10,16195.5,13620
SL001912,26-Jul-22,P00574,S0065,C00292,6,0,21594,16344
SL002167,11-May-23,P00575,S0035,C00545,10,0,18390,14940
SL002647,07-Aug-24,P00575,S0046,C00201,8,0,14712,11952
SL000155,25-Dec-23,P00575,S0017,C00946,6,20,8827.2,8964
SL001364,25-Jun-25,P00575,S0059,C00697,4,20,5884.8,5976
SL004808,19-Jan-25,P00576,S0080,C00675,2,0,2918,2354
SL004698,24-May-26,P00576,S0041,C00837,6,0,8754,7062
SL003097,23-Mar-22,P00576,S0071,C00577,5,10,6565.5,5885
SL002530,22-Feb-20,P00576,S0038,C00105,7,10,9191.7,8239
SL001942,06-Jan-26,P00576,S0003,C00862,4,20,4668.8,4708
SL003646,13-Jun-25,P00577,S0099,C00113,4,20,7772.8,7308
SL003315,22-Apr-25,P00577,S0080,C00984,8,25,14574,14616
SL000691,17-Feb-26,P00577,S0077,C00913,1,15,2064.65,1827
SL002158,22-Aug-24,P00577,S0039,C00853,9,0,21861,16443
SL003316,03-Jan-22,P00577,S0068,C01000,5,20,9716,9135
SL000500,23-Jan-21,P00578,S0074,C00545,6,10,8094.6,7224
SL001406,08-Sep-20,P00578,S0063,C00135,6,10,8094.6,7224
SL004060,01-Oct-21,P00578,S0027,C00722,9,20,10792.8,10836
SL003725,13-Feb-25,P00579,S0026,C00931,10,25,6517.5,6750
SL000328,22-Jan-26,P00579,S0012,C00230,10,5,8255.5,6750
SL004679,10-Sep-23,P00579,S0024,C00444,4,5,3302.2,2700
SL000589,19-Jun-26,P00579,S0020,C00837,9,10,7038.9,6075
SL001939,05-Apr-25,P00579,S0040,C00003,9,15,6647.85,6075
SL003578,20-Aug-23,P00579,S0051,C00483,3,15,2215.95,2025
SL003385,21-Feb-21,P00580,S0033,C00757,6,5,4554.3,3432
SL002046,05-Dec-25,P00580,S0037,C00334,9,0,7191,5148
SL004631,26-Mar-26,P00581,S0032,C00796,9,0,8721,6210
SL002584,21-Sep-22,P00581,S0052,C00693,6,25,4360.5,4140
SL003783,03-Feb-26,P00581,S0080,C00246,5,25,3633.75,3450
SL003511,22-Mar-24,P00581,S0071,C00260,6,25,4360.5,4140
SL001267,31-Aug-25,P00581,S0087,C00746,1,15,823.65,690
SL001366,01-Oct-24,P00581,S0075,C00542,7,10,6104.7,4830
SL002534,29-Dec-23,P00581,S0056,C00907,10,0,9690,6900
SL004904,02-May-23,P00582,S0019,C00472,2,20,1758.4,1516
SL002217,06-May-25,P00582,S0077,C00049,8,5,8352.4,6064
SL001107,09-Nov-25,P00582,S0052,C00510,8,5,8352.4,6064
SL004738,27-Jan-24,P00582,S0010,C00208,6,5,6264.3,4548
SL003887,18-Nov-24,P00582,S0018,C00053,3,5,3132.15,2274
SL004858,15-May-25,P00582,S0059,C00819,1,5,1044.05,758
SL001307,26-Feb-25,P00582,S0026,C00109,2,10,1978.2,1516
SL000474,11-Dec-25,P00582,S0015,C00772,4,20,3516.8,3032
SL002022,31-Oct-25,P00582,S0087,C00168,3,15,2802.45,2274
SL000848,16-May-26,P00583,S0025,C00306,1,5,1006.05,862
SL000636,05-Feb-25,P00583,S0032,C00803,1,5,1006.05,862
SL003762,12-Nov-25,P00583,S0087,C00158,5,0,5295,4310
SL004704,19-Dec-23,P00584,S0077,C00459,4,5,5886.2,4704
SL004058,18-Nov-25,P00584,S0011,C00203,1,5,1471.55,1176
SL003387,21-Apr-26,P00584,S0073,C00351,1,5,1471.55,1176
SL004524,30-Dec-25,P00584,S0034,C00801,4,5,5886.2,4704
SL000373,14-Oct-22,P00584,S0090,C00310,7,0,10843,8232
SL002829,05-Jan-24,P00584,S0083,C00546,2,0,3098,2352
SL002128,22-Apr-21,P00585,S0095,C00283,2,0,5278,3792
SL002192,28-Oct-21,P00585,S0034,C00197,8,10,19000.8,15168
SL002338,13-Apr-26,P00585,S0078,C00091,8,10,19000.8,15168
SL002142,07-Aug-23,P00586,S0035,C00059,9,0,24111,16641
SL004462,06-Mar-20,P00586,S0033,C00242,10,0,26790,18490
SL002618,15-Sep-24,P00586,S0005,C00502,6,5,15270.3,11094
SL002317,10-Feb-22,P00586,S0025,C00061,7,5,17815.35,12943
SL003350,28-May-26,P00586,S0013,C00720,7,10,16877.7,12943
SL003526,08-Oct-24,P00586,S0073,C00488,2,20,4286.4,3698
SL004603,24-Jan-21,P00586,S0033,C00083,5,15,11385.75,9245
SL000048,16-May-25,P00587,S0081,C00847,8,0,17752,13240
SL004092,20-May-26,P00587,S0026,C00686,5,5,10540.25,8275
SL000539,20-Jan-26,P00587,S0025,C00136,2,10,3994.2,3310
SL004690,08-May-26,P00587,S0034,C00405,6,20,10651.2,9930
SL001977,14-Feb-25,P00587,S0070,C00467,4,20,7100.8,6620
SL004818,25-May-26,P00588,S0061,C00070,8,0,17992,15312
SL003025,25-Sep-23,P00588,S0089,C00777,4,10,8096.4,7656
SL004726,17-Mar-25,P00589,S0021,C00496,9,0,5481,4617
SL001794,02-Feb-26,P00589,S0064,C00827,10,0,6090,5130
SL002937,22-Jun-26,P00589,S0089,C00198,4,5,2314.2,2052
SL002304,07-Jun-26,P00590,S0046,C00272,5,25,1608.75,1765
SL000164,26-Apr-26,P00590,S0048,C00807,9,5,3667.95,3177
SL002255,07-Jun-22,P00590,S0044,C00029,2,10,772.2,706
SL004021,05-Oct-25,P00590,S0068,C00400,1,10,386.1,353
SL001903,02-Sep-22,P00590,S0008,C00395,5,0,2145,1765
SL001234,16-Feb-25,P00590,S0065,C00083,2,10,772.2,706
SL002865,23-Aug-20,P00591,S0071,C00234,7,0,2793,2170
SL000816,06-Mar-25,P00591,S0081,C00976,3,5,1137.15,930
SL003686,15-Aug-25,P00591,S0049,C00376,7,5,2653.35,2170
SL003683,26-Jan-22,P00591,S0081,C00212,7,20,2234.4,2170
SL001570,08-May-24,P00591,S0004,C00715,1,20,319.2,310
SL004680,07-May-23,P00593,S0050,C00540,4,0,8116,6072
SL003354,29-Jun-20,P00593,S0042,C00138,7,0,14203,10626
SL001583,28-Feb-25,P00593,S0085,C00318,10,0,20290,15180
SL000333,05-Jun-22,P00593,S0094,C00382,9,10,16434.9,13662
SL000863,26-Mar-24,P00593,S0046,C00903,5,20,8116,7590
SL000713,14-Sep-25,P00593,S0062,C00070,10,15,17246.5,15180
SL001453,17-Dec-21,P00594,S0016,C00109,7,5,9569.35,8617
SL004170,04-Jun-26,P00594,S0069,C00528,2,10,2590.2,2462
SL004029,29-Mar-23,P00594,S0081,C00519,5,20,5756,6155
SL001629,21-May-23,P00594,S0066,C00594,2,25,2158.5,2462
SL000592,05-Jul-23,P00594,S0086,C00243,1,15,1223.15,1231
SL002644,03-Mar-25,P00595,S0041,C00436,4,0,3556,2632
SL002592,26-Jun-26,P00595,S0005,C00557,5,10,4000.5,3290
SL001025,28-Feb-26,P00595,S0020,C00544,4,20,2844.8,2632
SL000661,15-Apr-21,P00596,S0072,C00576,4,10,1508.4,1156
SL001779,16-Jun-24,P00596,S0036,C00266,8,5,3184.4,2312
SL002700,24-May-26,P00596,S0021,C00759,5,5,1990.25,1445
SL003546,16-May-26,P00596,S0067,C00975,1,5,398.05,289
SL001754,24-Jun-22,P00596,S0097,C00536,8,10,3016.8,2312
SL002844,12-Jan-26,P00596,S0066,C00199,1,10,377.1,289
SL002964,11-Sep-25,P00596,S0097,C00818,1,10,377.1,289
SL001622,31-Jul-24,P00596,S0064,C00197,9,20,3016.8,2601
SL002774,26-Oct-21,P00596,S0095,C00293,5,15,1780.75,1445
SL001522,24-Jan-26,P00596,S0083,C00110,4,15,1424.6,1156
SL003478,22-Feb-23,P00597,S0023,C00623,9,0,14031,11178
SL003218,28-Jul-23,P00597,S0067,C00789,9,0,14031,11178
SL000052,22-Sep-22,P00597,S0041,C00649,7,5,10367.35,8694
SL002258,09-Jan-24,P00598,S0080,C00920,4,20,1212.8,1212
SL000356,21-Sep-23,P00598,S0085,C00121,3,15,966.45,909
SL004103,26-Aug-23,P00598,S0088,C00089,2,20,606.4,606
SL001717,09-Apr-22,P00598,S0082,C00605,4,10,1364.4,1212
SL003190,16-Jun-26,P00598,S0027,C00040,9,20,2728.8,2727
SL002209,09-Jan-24,P00599,S0005,C00734,10,5,26210.5,19060
SL000322,16-Jul-20,P00599,S0006,C00215,1,10,2483.1,1906
SL001023,09-May-26,P00599,S0097,C00454,3,10,7449.3,5718
SL001388,07-Apr-24,P00600,S0071,C00371,8,0,4472,3640
SL002634,21-Dec-21,P00600,S0091,C00586,6,5,3186.3,2730
SL002293,28-Mar-26,P00600,S0068,C00422,4,5,2124.2,1820
SL000888,15-Jun-26,P00600,S0035,C00741,1,5,531.05,455
SL000472,04-Oct-25,P00600,S0054,C00808,7,10,3521.7,3185
SL001984,28-Jun-23,P00600,S0061,C00940,5,15,2375.75,2275
SL002442,01-Jun-26,P00600,S0023,C00113,3,15,1425.45,1365
SL004126,29-Aug-21,P00601,S0057,C00866,10,5,2840.5,2140
SL002682,12-Jul-24,P00601,S0098,C00725,8,5,2272.4,1712
SL004969,20-Oct-23,P00601,S0067,C00321,4,5,1136.2,856
SL002134,24-Jun-26,P00601,S0068,C00572,9,20,2152.8,1926
SL001306,18-Jan-21,P00601,S0017,C00833,10,25,2242.5,2140
SL000273,31-Mar-24,P00601,S0056,C00813,10,25,2242.5,2140
SL002483,12-Sep-25,P00602,S0032,C00761,3,0,1647,1365
