InventoryID,Date,ProductID,StoreID,OpeningStock,PurchaseQty,SalesQty,ClosingStock
INV02589,20-03-2024,P00514,S0002,147,38,5,180
INV02590,20-06-2024,P00514,S0025,106,39,3,142
INV02591,04-12-2024,P00514,S0037,37,25,1,61
INV02592,13-01-2021,P00514,S0070,46,34,9,71
INV02593,14-09-2024,P00514,S0082,48,39,8,79
INV02594,20-01-2026,P00514,S0096,146,7,8,145
INV02595,22-06-2026,P00515,S0033,113,35,10,138
INV02596,23-06-2025,P00515,S0044,105,15,6,114
INV02597,25-05-2024,P00515,S0088,88,28,1,115
INV02598,27-05-2025,P00515,S0091,137,2,1,138
INV02599,15-10-2023,P00515,S0098,138,9,1,146
INV02600,08-08-2025,P00516,S0041,47,22,2,67
INV02601,06-08-2021,P00516,S0095,135,30,4,161
INV02602,18-07-2023,P00517,S0013,69,11,8,72
INV02603,03-04-2024,P00517,S0053,119,38,1,156
INV02604,05-01-2026,P00517,S0064,106,17,9,114
INV02605,03-04-2022,P00517,S0098,57,1,4,54
INV02606,29-10-2025,P00518,S0008,117,32,7,142
INV02607,18-02-2026,P00518,S0062,32,26,4,54
INV02608,28-06-2026,P00518,S0073,110,9,6,113
INV02609,31-07-2022,P00518,S0079,25,0,2,23
INV02610,24-05-2026,P00518,S0081,55,35,6,84
INV02611,17-06-2026,P00519,S0004,73,38,7,104
INV02612,25-12-2021,P00519,S0015,101,11,10,102
INV02613,14-12-2022,P00519,S0071,53,40,6,87
INV02614,25-08-2021,P00519,S0085,148,30,9,169
INV02615,31-01-2026,P00519,S0092,145,34,6,173
INV02616,12-02-2023,P00519,S0097,23,27,3,47
INV02617,11-09-2022,P00520,S0004,49,20,4,65
INV02618,23-09-2023,P00520,S0016,45,30,5,70
INV02619,23-06-2026,P00520,S0076,85,34,2,117
INV02620,23-12-2024,P00521,S0013,80,23,3,100
INV02621,02-08-2025,P00521,S0028,121,25,1,145
INV02622,20-03-2026,P00521,S0035,136,27,6,157
INV02623,02-04-2026,P00521,S0069,70,39,7,102
INV02624,20-05-2024,P00521,S0097,44,35,5,74
INV02625,17-06-2023,P00522,S0003,150,23,8,165
INV02626,08-01-2023,P00522,S0024,152,10,8,154
INV02627,07-08-2023,P00522,S0031,88,9,10,87
INV02628,02-10-2025,P00522,S0034,126,4,7,123
INV02629,29-03-2023,P00522,S0069,61,10,1,70
INV02630,07-11-2025,P00522,S0072,153,4,5,152
INV02631,22-02-2025,P00522,S0081,21,23,1,43
INV02632,30-11-2022,P00523,S0015,68,36,9,95
INV02633,11-12-2023,P00524,S0027,29,24,1,52
INV02634,23-03-2024,P00524,S0030,59,24,9,74
INV02635,21-12-2025,P00524,S0031,66,40,4,102
INV02636,08-07-2025,P00524,S0057,60,39,4,95
INV02637,20-05-2026,P00525,S0021,146,10,10,146
INV02638,07-01-2025,P00525,S0028,115,24,7,132
INV02639,08-02-2026,P00525,S0033,100,8,9,99
INV02640,24-07-2025,P00525,S0083,56,16,1,71
INV02641,06-04-2026,P00526,S0006,53,30,9,74
INV02642,12-01-2024,P00526,S0018,54,39,5,88
INV02643,03-02-2025,P00526,S0020,134,27,2,159
INV02644,03-11-2022,P00526,S0028,151,21,7,165
INV02645,15-08-2023,P00526,S0028,165,0,9,156
INV02646,02-05-2026,P00526,S0040,57,0,9,48
INV02647,12-07-2021,P00526,S0044,80,6,5,81
INV02648,11-05-2026,P00526,S0074,125,13,10,128
INV02649,09-12-2022,P00526,S0081,127,29,4,152
INV02650,23-02-2021,P00526,S0085,133,7,6,134
INV02651,03-12-2021,P00526,S0090,83,13,5,91
INV02652,16-04-2022,P00527,S0067,115,16,4,127
INV02653,10-09-2020,P00527,S0091,39,32,8,63
INV02654,06-03-2020,P00528,S0012,89,3,6,86
INV02655,29-07-2022,P00528,S0026,72,23,9,86
INV02656,21-12-2024,P00528,S0039,155,15,7,163
INV02657,25-05-2020,P00528,S0094,129,10,2,137
INV02658,13-01-2026,P00528,S0096,29,24,1,52
INV02659,22-12-2020,P00529,S0069,151,32,4,179
INV02660,20-06-2024,P00529,S0077,79,33,6,106
INV02661,04-06-2025,P00529,S0080,48,15,5,58
INV02662,01-03-2020,P00529,S0100,141,34,6,169
INV02663,16-04-2026,P00530,S0005,73,5,8,70
INV02664,06-06-2026,P00530,S0034,109,16,4,121
INV02665,03-04-2026,P00530,S0038,110,15,8,117
INV02666,16-12-2022,P00530,S0074,27,18,2,43
INV02667,08-01-2023,P00530,S0084,69,4,4,69
INV02668,30-11-2024,P00530,S0092,50,22,9,63
INV05011,15-06-2026,P00531,S0080,59,25,0,84
INV02669,13-12-2025,P00532,S0015,110,13,3,120
INV02670,05-04-2026,P00532,S0028,82,37,3,116
INV02671,14-04-2026,P00533,S0015,50,35,4,81
INV02672,27-02-2026,P00533,S0016,143,3,10,136
INV02673,05-12-2024,P00533,S0038,131,23,6,148
INV02674,03-05-2022,P00534,S0017,56,5,7,54
INV02675,18-01-2025,P00534,S0023,53,24,3,74
INV02676,28-06-2026,P00534,S0039,57,33,4,86
INV02677,20-11-2025,P00534,S0079,27,4,3,28
INV02678,25-07-2025,P00534,S0097,35,22,2,55
INV02679,14-02-2026,P00534,S0099,64,33,4,93
INV02680,26-01-2024,P00535,S0021,96,32,5,123
INV02681,28-11-2021,P00535,S0024,82,2,4,80
INV02682,10-11-2024,P00535,S0025,72,11,3,80
INV02683,02-03-2022,P00535,S0035,88,3,2,89
INV02684,05-10-2023,P00535,S0052,79,18,3,94
INV02685,29-04-2020,P00535,S0059,38,31,5,64
INV02686,15-07-2022,P00535,S0089,121,20,10,131
INV02687,21-08-2024,P00535,S0089,131,27,3,155
INV02688,09-09-2025,P00535,S0095,63,36,5,94
INV02689,10-02-2023,P00536,S0017,119,26,4,141
INV02690,09-05-2025,P00536,S0037,137,33,6,164
INV02691,01-01-2023,P00536,S0067,93,0,7,86
INV02692,27-12-2022,P00536,S0079,64,38,9,93
INV02693,02-12-2022,P00536,S0081,53,20,6,67
INV02694,23-03-2020,P00537,S0002,85,8,8,85
INV02695,21-05-2024,P00537,S0073,102,33,8,127
INV02696,02-03-2024,P00538,S0007,121,18,2,137
INV02697,31-05-2026,P00538,S0016,66,7,1,72
INV02698,10-09-2022,P00538,S0092,81,17,4,94
INV02699,24-08-2025,P00538,S0098,117,3,8,112
INV02700,23-04-2025,P00539,S0008,141,9,8,142
INV02701,21-06-2026,P00539,S0009,45,35,5,75
INV02702,06-07-2021,P00539,S0043,46,17,10,53
INV02703,11-09-2025,P00540,S0009,90,24,8,106
INV02704,11-04-2026,P00540,S0023,47,3,10,40
INV02705,31-03-2021,P00540,S0039,31,35,10,56
INV02706,29-04-2026,P00540,S0043,88,29,9,108
INV02707,12-03-2023,P00540,S0073,126,10,9,127
INV02708,11-09-2022,P00540,S0077,72,16,8,80
INV02709,22-12-2024,P00540,S0080,139,14,5,148
INV02710,01-02-2022,P00540,S0089,114,39,5,148
INV02711,13-03-2024,P00541,S0030,65,40,3,102
INV02712,21-02-2021,P00541,S0083,88,21,10,99
INV02713,18-01-2022,P00541,S0093,73,5,2,76
INV02714,23-02-2023,P00541,S0098,39,35,4,70
INV02715,13-07-2024,P00542,S0062,33,21,7,47
INV02716,19-03-2026,P00542,S0074,104,8,1,111
INV02717,06-01-2026,P00542,S0087,119,37,2,154
INV02718,25-04-2021,P00543,S0048,49,12,7,54
INV02719,10-07-2022,P00543,S0054,152,29,3,178
INV02720,21-11-2024,P00543,S0059,126,39,3,162
INV02721,01-05-2024,P00544,S0020,67,27,10,84
INV02722,14-05-2022,P00544,S0068,101,23,10,114
INV02723,20-05-2025,P00545,S0008,38,5,4,39
INV02724,02-06-2025,P00545,S0026,95,10,1,104
INV02725,04-03-2026,P00545,S0040,79,23,8,94
INV02726,30-09-2024,P00545,S0041,152,3,6,149
INV02727,01-02-2026,P00545,S0054,134,2,5,131
INV02728,18-10-2025,P00545,S0091,53,24,7,70
INV02729,05-04-2026,P00546,S0011,108,17,2,123
INV02730,23-10-2025,P00546,S0039,129,6,1,134
INV02731,30-06-2026,P00546,S0040,146,21,1,166
INV02732,13-10-2022,P00546,S0083,37,10,7,40
INV02733,27-11-2025,P00546,S0084,131,22,5,148
INV02734,31-01-2025,P00546,S0100,122,36,3,155
INV02735,09-09-2024,P00547,S0003,54,2,7,49
INV02736,04-04-2026,P00547,S0010,48,3,9,42
INV02737,23-06-2026,P00547,S0016,24,34,4,54
INV02738,28-10-2023,P00547,S0017,102,2,5,99
INV02739,25-02-2026,P00547,S0023,47,5,6,46
INV02740,15-01-2025,P00547,S0041,47,35,10,72
INV02741,04-03-2024,P00547,S0060,117,32,8,141
INV02742,12-01-2023,P00547,S0075,106,36,10,132
INV02743,27-05-2026,P00548,S0034,40,29,3,66
INV02744,13-03-2025,P00548,S0040,137,5,1,141
INV02745,22-01-2022,P00549,S0015,126,31,2,155
INV02746,15-11-2024,P00549,S0030,113,33,8,138
INV02747,20-10-2025,P00549,S0043,41,32,9,64
INV02748,07-01-2023,P00549,S0071,70,1,8,63
INV02749,02-04-2024,P00550,S0012,115,1,10,106
INV02750,10-06-2020,P00550,S0036,32,2,5,29
INV02751,15-01-2025,P00550,S0039,116,37,3,150
INV02752,05-10-2024,P00550,S0042,90,27,4,113
INV02753,05-01-2022,P00550,S0051,72,6,6,72
INV02754,25-12-2025,P00550,S0068,110,21,8,123
INV02755,16-06-2025,P00550,S0072,73,11,10,74
INV02756,08-05-2026,P00550,S0074,104,4,5,103
INV02757,09-09-2025,P00550,S0081,101,27,6,122
INV02758,27-05-2025,P00550,S0097,91,20,3,108
INV02759,04-04-2021,P00551,S0003,102,9,9,102
INV02760,13-12-2024,P00551,S0003,102,22,1,123
INV02761,17-06-2022,P00551,S0038,148,3,2,149
INV02762,05-04-2025,P00551,S0044,121,31,6,146
INV02763,30-12-2020,P00551,S0060,127,33,1,159
INV02764,13-03-2026,P00551,S0089,28,14,7,35
INV02765,16-08-2023,P00551,S0094,39,0,8,31
INV02766,18-05-2026,P00552,S0012,152,28,3,177
INV02767,25-03-2026,P00552,S0074,108,16,2,122
INV02768,18-11-2022,P00552,S0079,70,25,10,85
INV02769,20-06-2020,P00553,S0048,44,3,9,38
INV02770,27-06-2023,P00553,S0073,115,10,4,121
INV02771,28-07-2025,P00553,S0079,36,1,7,30
INV02772,30-06-2023,P00553,S0096,130,30,4,156
INV02773,22-05-2025,P00554,S0017,146,4,5,145
INV02774,29-06-2026,P00554,S0029,157,34,8,183
INV02775,01-02-2026,P00554,S0049,135,3,6,132
INV02776,29-12-2021,P00554,S0083,24,19,4,39
INV02777,18-11-2024,P00554,S0096,36,4,2,38
INV02778,08-08-2023,P00554,S0100,123,2,7,118
INV02779,27-04-2026,P00555,S0017,146,38,5,179
INV02780,17-05-2025,P00555,S0018,157,20,7,170
INV02781,26-05-2026,P00555,S0023,37,21,5,53
INV02782,04-04-2024,P00555,S0047,35,21,4,52
INV02783,07-08-2025,P00555,S0083,90,23,9,104
INV02784,12-07-2025,P00556,S0025,45,14,5,54
INV02785,03-06-2024,P00556,S0026,40,3,8,35
INV02786,07-08-2021,P00556,S0028,86,10,3,93
INV02787,17-11-2024,P00556,S0035,71,30,9,92
INV02788,26-08-2025,P00556,S0040,141,9,1,149
INV02789,19-08-2025,P00556,S0056,65,31,5,91
INV02790,15-04-2024,P00556,S0087,113,29,2,140
INV02791,16-01-2025,P00557,S0034,150,12,6,156
INV02792,14-09-2025,P00557,S0088,99,39,10,128
INV02793,25-05-2026,P00557,S0099,97,13,7,103
INV02794,17-07-2025,P00558,S0042,35,12,3,44
INV02795,17-02-2026,P00558,S0049,105,35,10,130
INV02796,01-12-2023,P00558,S0078,101,9,7,103
INV02797,10-05-2021,P00558,S0080,66,2,8,60
INV02798,15-09-2024,P00559,S0004,82,3,2,83
INV02799,04-03-2026,P00559,S0033,117,6,2,121
INV02800,01-02-2025,P00559,S0043,90,3,7,86
INV02801,04-09-2025,P00559,S0043,86,7,10,83
INV02802,12-03-2026,P00559,S0056,81,29,2,108
INV02803,09-09-2024,P00559,S0074,137,27,4,160
INV02804,24-02-2026,P00560,S0035,93,6,6,93
INV02805,02-01-2020,P00560,S0052,50,29,5,74
INV02806,19-07-2024,P00560,S0073,47,29,10,66
INV02807,27-02-2021,P00560,S0096,93,19,5,107
INV02808,21-03-2024,P00561,S0012,124,4,3,125
INV02809,03-07-2024,P00561,S0015,80,32,2,110
INV02810,21-10-2021,P00561,S0023,103,30,4,129
INV02811,06-06-2026,P00561,S0038,115,19,7,127
INV02812,07-11-2021,P00561,S0060,156,13,8,161
INV02813,13-03-2026,P00561,S0082,112,2,6,108
INV02814,17-07-2022,P00562,S0020,77,8,1,84
INV02815,25-04-2023,P00562,S0084,105,10,7,108
INV02816,29-08-2021,P00562,S0099,59,5,2,62
INV02817,06-02-2025,P00563,S0004,97,39,7,129
INV02818,30-12-2025,P00563,S0013,104,35,9,130
INV02819,17-05-2023,P00563,S0045,31,1,8,24
INV02820,12-05-2026,P00563,S0059,35,17,5,47
INV02821,27-06-2026,P00563,S0064,70,9,7,72
INV02822,30-11-2025,P00564,S0065,119,19,2,136
INV02823,02-12-2025,P00564,S0075,148,4,9,143
INV02824,05-01-2023,P00564,S0092,32,6,4,34
INV02825,16-01-2025,P00564,S0092,34,29,2,61
INV02826,04-08-2025,P00565,S0032,97,28,1,124
INV02827,09-04-2024,P00565,S0076,34,3,7,30
INV02828,20-04-2026,P00565,S0083,105,10,6,109
INV02829,02-07-2025,P00565,S0095,63,39,3,99
INV02830,14-11-2025,P00566,S0017,65,18,5,78
INV02831,28-01-2022,P00566,S0023,77,6,8,75
INV02832,14-01-2022,P00566,S0025,78,1,1,78
INV02833,22-06-2026,P00566,S0025,78,11,10,79
INV02834,16-04-2023,P00566,S0031,101,11,10,102
INV02835,03-12-2024,P00566,S0061,117,0,1,116
INV02836,15-02-2025,P00566,S0071,30,13,6,37
INV02837,01-01-2022,P00566,S0087,122,33,7,148
INV02838,13-08-2025,P00567,S0001,88,28,7,109
INV02839,25-10-2023,P00567,S0033,54,38,9,83
INV02840,17-06-2026,P00568,S0061,42,14,10,46
INV02841,09-02-2023,P00568,S0090,89,18,4,103
INV02842,25-11-2025,P00569,S0005,102,24,8,118
INV02843,14-06-2024,P00569,S0019,75,3,9,69
INV02844,27-02-2026,P00569,S0051,150,14,3,161
INV02845,19-01-2025,P00569,S0067,74,35,8,101
INV02846,13-11-2025,P00570,S0003,97,29,1,125
INV02847,14-06-2026,P00570,S0023,104,19,1,122
INV02848,24-07-2023,P00570,S0024,146,29,2,173
INV02849,28-01-2024,P00570,S0031,104,7,4,107
INV02850,06-02-2025,P00570,S0054,35,28,8,55
INV02851,10-11-2025,P00570,S0065,126,39,4,161
INV02852,16-07-2025,P00570,S0085,47,27,1,73
INV02853,08-08-2023,P00570,S0089,150,12,7,155
INV02854,16-07-2024,P00570,S0099,22,10,2,30
INV02855,06-12-2024,P00571,S0005,80,15,1,94
INV02856,19-09-2024,P00571,S0013,68,3,4,67
INV02857,01-04-2025,P00571,S0013,67,18,1,84
INV02858,24-11-2023,P00571,S0023,97,7,9,95
INV02859,13-12-2021,P00571,S0042,35,25,3,57
INV02860,20-09-2022,P00571,S0045,155,11,10,156
INV02861,25-07-2024,P00571,S0074,24,17,4,37
INV02862,24-07-2025,P00571,S0078,152,1,8,145
INV02863,29-11-2023,P00572,S0027,53,8,4,57
INV02864,04-08-2021,P00572,S0033,39,2,10,31
INV02865,19-05-2025,P00572,S0038,140,4,6,138
INV02866,14-09-2025,P00572,S0049,132,31,9,154
INV02867,27-08-2020,P00573,S0001,125,10,2,133
INV02868,03-08-2025,P00573,S0021,66,13,2,77
INV02869,19-03-2022,P00573,S0087,73,5,1,77
INV02870,13-05-2026,P00574,S0004,134,18,4,148
INV02871,01-12-2020,P00574,S0011,55,35,5,85
INV02872,17-07-2025,P00574,S0042,110,12,1,121
INV02873,01-12-2025,P00574,S0061,88,24,6,106
INV02874,26-07-2022,P00574,S0065,50,14,6,58
INV02875,24-05-2026,P00574,S0068,116,21,8,129
INV02876,25-12-2023,P00575,S0017,29,24,6,47
INV02877,11-05-2023,P00575,S0035,33,31,10,54
INV02878,07-08-2024,P00575,S0046,53,36,8,81
INV02879,25-06-2025,P00575,S0059,84,25,4,105
INV02880,06-01-2026,P00576,S0003,46,25,4,67
INV02881,22-02-2020,P00576,S0038,63,14,7,70
INV02882,24-05-2026,P00576,S0041,140,7,6,141
INV02883,23-03-2022,P00576,S0071,128,6,5,129
INV02884,19-01-2025,P00576,S0080,69,6,2,73
INV02885,22-08-2024,P00577,S0039,157,34,9,182
INV02886,03-01-2022,P00577,S0068,97,21,5,113
INV02887,17-02-2026,P00577,S0077,124,6,1,129
INV02888,22-04-2025,P00577,S0080,40,30,8,62
INV02889,13-06-2025,P00577,S0099,48,10,4,54
INV02890,06-01-2020,P00578,S0020,143,1,5,139
INV02891,01-10-2021,P00578,S0027,124,25,9,140
INV02892,08-09-2020,P00578,S0063,139,21,6,154
INV02893,23-01-2021,P00578,S0074,78,23,6,95
INV02894,22-01-2026,P00579,S0012,105,7,10,102
INV02895,19-06-2026,P00579,S0020,41,4,9,36
INV02896,10-09-2023,P00579,S0024,24,11,4,31
INV02897,13-02-2025,P00579,S0026,109,16,10,115
INV02898,05-04-2025,P00579,S0040,118,25,9,134
INV02899,20-08-2023,P00579,S0051,78,29,3,104
INV02900,21-02-2021,P00580,S0033,80,6,6,80
INV02901,05-12-2025,P00580,S0037,31,39,9,61
INV02902,26-03-2026,P00581,S0032,32,27,9,50
INV02903,21-09-2022,P00581,S0052,153,27,6,174
INV02904,29-12-2023,P00581,S0056,93,21,10,104
INV02905,22-03-2024,P00581,S0071,42,28,6,64
INV02906,01-10-2024,P00581,S0075,126,4,7,123
INV02907,03-02-2026,P00581,S0080,112,35,5,142
INV02908,31-08-2025,P00581,S0087,72,20,1,91
INV02909,27-01-2024,P00582,S0010,74,25,6,93
INV02910,11-12-2025,P00582,S0015,96,10,4,102
INV02911,18-11-2024,P00582,S0018,89,8,3,94
INV02912,02-05-2023,P00582,S0019,77,19,2,94
INV02913,26-02-2025,P00582,S0026,144,35,2,177
INV02914,09-11-2025,P00582,S0052,121,9,8,122
INV02915,15-05-2025,P00582,S0059,79,30,1,108
INV02916,06-05-2025,P00582,S0077,158,25,8,175
INV02917,31-10-2025,P00582,S0087,130,17,3,144
INV02918,16-05-2026,P00583,S0025,147,8,1,154
INV02919,05-02-2025,P00583,S0032,123,28,1,150
INV02920,12-11-2025,P00583,S0087,137,32,5,164
INV02921,18-11-2025,P00584,S0011,42,14,1,55
INV02922,30-12-2025,P00584,S0034,111,15,4,122
INV02923,21-04-2026,P00584,S0073,98,26,1,123
INV02924,19-12-2023,P00584,S0077,114,25,4,135
INV02925,05-01-2024,P00584,S0083,152,18,2,168
INV02926,14-10-2022,P00584,S0090,117,38,7,148
INV02927,28-10-2021,P00585,S0034,64,18,8,74
INV02928,13-04-2026,P00585,S0078,94,34,8,120
INV02929,22-04-2021,P00585,S0095,83,19,2,100
INV02930,15-09-2024,P00586,S0005,156,4,6,154
INV02931,28-05-2026,P00586,S0013,143,36,7,172
INV02932,10-02-2022,P00586,S0025,87,18,7,98
INV02933,06-03-2020,P00586,S0033,140,15,10,145
INV02934,24-01-2021,P00586,S0033,145,32,5,172
INV02935,07-08-2023,P00586,S0035,114,9,9,114
INV02936,08-10-2024,P00586,S0073,130,31,2,159
INV02937,20-01-2026,P00587,S0025,57,19,2,74
INV02938,20-05-2026,P00587,S0026,96,9,5,100
INV02939,08-05-2026,P00587,S0034,138,20,6,152
INV02940,14-02-2025,P00587,S0070,101,19,4,116
INV02941,16-05-2025,P00587,S0081,115,22,8,129
INV02942,25-05-2026,P00588,S0061,142,16,8,150
INV02943,25-09-2023,P00588,S0089,82,23,4,101
INV02944,17-03-2025,P00589,S0021,156,12,9,159
INV02945,02-02-2026,P00589,S0064,58,0,10,48
INV02946,22-06-2026,P00589,S0089,148,1,4,145
INV02947,02-09-2022,P00590,S0008,104,29,5,128
INV02948,07-06-2022,P00590,S0044,118,1,2,117
INV02949,07-06-2026,P00590,S0046,111,34,5,140
INV02950,26-04-2026,P00590,S0048,116,26,9,133
INV02951,16-02-2025,P00590,S0065,104,16,2,118
INV02952,05-10-2025,P00590,S0068,79,10,1,88
INV02953,08-05-2024,P00591,S0004,98,7,1,104
INV02954,15-08-2025,P00591,S0049,144,11,7,148
INV02955,23-08-2020,P00591,S0071,96,40,7,129
INV02956,26-01-2022,P00591,S0081,92,14,7,99
INV02957,06-03-2025,P00591,S0081,99,2,3,98
INV05006,15-06-2026,P00592,S0095,36,28,0,64
INV02958,29-06-2020,P00593,S0042,31,29,7,53
INV02959,26-03-2024,P00593,S0046,39,27,5,61
INV02960,07-05-2023,P00593,S0050,146,33,4,175
INV02961,14-09-2025,P00593,S0062,50,2,10,42
INV02962,28-02-2025,P00593,S0085,105,36,10,131
INV02963,05-06-2022,P00593,S0094,57,23,9,71
INV02964,17-12-2021,P00594,S0016,54,3,7,50
INV02965,21-05-2023,P00594,S0066,58,25,2,81
INV02966,04-06-2026,P00594,S0069,148,14,2,160
INV02967,29-03-2023,P00594,S0081,37,13,5,45
INV02968,05-07-2023,P00594,S0086,51,15,1,65
INV02969,26-06-2026,P00595,S0005,122,33,5,150
INV02970,28-02-2026,P00595,S0020,139,8,4,143
INV02971,03-03-2025,P00595,S0041,153,20,4,169
INV02972,24-05-2026,P00596,S0021,115,30,5,140
INV02973,16-06-2024,P00596,S0036,48,38,8,78
INV02974,31-07-2024,P00596,S0064,136,21,9,148
INV02975,12-01-2026,P00596,S0066,143,21,1,163
INV02976,16-05-2026,P00596,S0067,115,3,1,117
INV02977,15-04-2021,P00596,S0072,47,16,4,59
INV02978,24-01-2026,P00596,S0083,129,17,4,142
INV02979,26-10-2021,P00596,S0095,100,26,5,121
INV02980,24-06-2022,P00596,S0097,147,8,8,147
INV02981,11-09-2025,P00596,S0097,147,36,1,182
INV02982,22-02-2023,P00597,S0023,48,28,9,67
INV02983,22-09-2022,P00597,S0041,136,23,7,152
INV02984,28-07-2023,P00597,S0067,69,29,9,89
INV02985,16-06-2026,P00598,S0027,35,29,9,55
INV02986,09-01-2024,P00598,S0080,67,40,4,103
INV02987,09-04-2022,P00598,S0082,57,8,4,61
INV02988,21-09-2023,P00598,S0085,28,8,3,33
INV02989,26-08-2023,P00598,S0088,83,14,2,95
INV02990,09-01-2024,P00599,S0005,123,30,10,143
INV02991,16-07-2020,P00599,S0006,129,26,1,154
INV02992,09-05-2026,P00599,S0097,50,19,3,66
INV02993,01-06-2026,P00600,S0023,44,22,3,63
INV02994,15-06-2026,P00600,S0035,148,32,1,179
INV02995,04-10-2025,P00600,S0054,104,9,7,106
INV02996,28-06-2023,P00600,S0061,54,22,5,71
INV02997,28-03-2026,P00600,S0068,58,31,4,85
INV02998,07-04-2024,P00600,S0071,133,8,8,133
INV02999,21-12-2021,P00600,S0091,140,17,6,151
INV03000,18-01-2021,P00601,S0017,48,31,10,69
INV03001,31-03-2024,P00601,S0056,116,1,10,107
INV03002,29-08-2021,P00601,S0057,89,24,10,103
INV03003,20-10-2023,P00601,S0067,98,19,4,113
INV03004,24-06-2026,P00601,S0068,49,13,9,53
INV03005,12-07-2024,P00601,S0098,117,14,8,123
INV03006,20-12-2023,P00602,S0022,102,5,10,97
INV03007,12-09-2025,P00602,S0032,40,0,3,37
INV03008,22-12-2025,P00602,S0033,69,35,6,98
INV03009,05-06-2026,P00602,S0061,135,16,7,144
INV03010,08-04-2026,P00602,S0077,35,14,6,43
INV03011,15-02-2026,P00602,S0097,150,18,2,166
INV03012,11-07-2021,P00603,S0007,157,39,7,189
INV03013,07-05-2021,P00603,S0009,114,9,7,116
INV03014,28-05-2024,P00603,S0011,83,13,8,88
INV03015,23-11-2024,P00603,S0022,37,2,8,31
INV03016,20-12-2025,P00604,S0008,141,36,3,174
INV03017,02-08-2023,P00604,S0012,139,23,1,161
INV03018,03-12-2024,P00604,S0014,104,35,2,137
INV03019,28-12-2024,P00604,S0063,118,29,9,138
INV03020,30-06-2026,P00604,S0069,99,3,10,92
INV03021,12-06-2025,P00605,S0003,38,6,5,39
INV03022,09-06-2025,P00605,S0013,101,30,6,125
INV03023,09-04-2026,P00605,S0014,94,29,6,117
INV03024,18-12-2022,P00605,S0019,108,30,7,131
INV03025,29-04-2020,P00605,S0063,65,24,8,81
INV03026,25-12-2025,P00605,S0094,142,24,7,159
INV03027,04-01-2024,P00606,S0014,104,20,8,116
INV03028,02-12-2024,P00606,S0027,156,33,9,180
INV03029,16-05-2020,P00606,S0035,105,31,8,128
INV03030,23-08-2025,P00606,S0049,80,9,1,88
INV03031,24-06-2026,P00606,S0060,78,15,2,91
INV03032,29-04-2021,P00606,S0061,66,14,5,75
INV03033,02-06-2022,P00606,S0095,111,14,5,120
INV03034,22-05-2026,P00607,S0022,32,38,8,62
INV03035,20-09-2023,P00607,S0034,124,21,3,142
INV03036,01-08-2025,P00607,S0048,141,29,3,167
INV03037,02-10-2022,P00607,S0073,50,35,10,75
INV03038,30-05-2025,P00607,S0073,75,1,10,66
INV03039,17-04-2025,P00607,S0090,85,0,10,75
INV03040,07-01-2025,P00608,S0033,114,11,4,121
INV03041,18-06-2023,P00609,S0010,34,18,5,47
INV03042,16-04-2024,P00609,S0037,148,17,8,157
INV03043,16-05-2022,P00609,S0058,91,38,1,128
INV03044,27-11-2024,P00609,S0065,133,23,8,148
INV03045,09-12-2025,P00609,S0072,101,21,5,117
INV03046,30-08-2021,P00609,S0075,35,16,2,49
INV03047,18-01-2021,P00610,S0004,160,21,10,171
INV03048,23-12-2024,P00610,S0013,157,14,7,164
INV03049,22-04-2023,P00610,S0094,128,35,5,158
INV03050,16-02-2023,P00611,S0040,128,20,1,147
INV03051,21-06-2023,P00611,S0042,143,6,7,142
INV03052,04-04-2026,P00611,S0098,133,27,3,157
INV03053,05-01-2026,P00612,S0046,110,40,8,142
INV03054,29-05-2026,P00612,S0048,80,32,6,106
INV03055,06-05-2025,P00612,S0050,160,16,10,166
INV03056,10-08-2023,P00612,S0059,57,17,7,67
INV03057,15-10-2025,P00612,S0061,59,11,7,63
INV03058,09-01-2026,P00612,S0070,128,31,1,158
INV03059,12-01-2026,P00612,S0094,138,40,3,175
INV03060,18-05-2024,P00613,S0002,41,15,10,46
INV03061,08-09-2021,P00613,S0014,61,11,9,63
INV03062,11-11-2025,P00613,S0062,128,25,4,149
INV03063,04-08-2024,P00613,S0063,115,20,3,132
INV03064,31-05-2024,P00613,S0078,124,35,9,150
INV03065,17-11-2025,P00614,S0029,90,26,7,109
INV03066,23-05-2021,P00614,S0091,88,17,1,104
INV03067,21-06-2026,P00614,S0097,94,24,7,111
INV03068,02-01-2026,P00615,S0001,66,7,7,66
INV03069,22-10-2020,P00615,S0026,121,26,9,138
INV03070,21-09-2023,P00615,S0048,144,13,10,147
INV03071,10-01-2026,P00615,S0049,149,17,2,164
INV03072,10-04-2026,P00615,S0053,68,39,1,106
INV03073,17-10-2024,P00615,S0075,115,31,5,141
INV03074,11-08-2025,P00615,S0077,110,19,8,121
INV03075,04-05-2023,P00616,S0028,91,21,10,102
INV03076,21-10-2021,P00616,S0030,141,4,8,137
INV03077,03-06-2026,P00616,S0049,100,12,10,102
INV03078,03-09-2022,P00616,S0051,74,17,10,81
INV03079,01-05-2023,P00617,S0008,131,17,4,144
INV03080,19-05-2025,P00617,S0029,48,20,9,59
INV03081,30-08-2024,P00617,S0062,137,28,2,163
INV03082,05-11-2024,P00617,S0064,151,29,2,178
INV03083,26-03-2025,P00617,S0075,87,36,7,116
INV03084,15-03-2021,P00618,S0008,114,22,7,129
